Head,Relation,Tail
Pork Collagen,IN_PRODUCT,Maci
Apramycin,INTERACTS_WITH,Benzylpenicilloyl polylysine
Cyclopenthiazide,INTERACTS_WITH,Esmirtazapine
Bromfenac,IN_PRODUCT,Pred Phos - Brom
Ecopipam,INTERACTS_WITH,Oxyphenonium
Mifamurtide,INTERACTS_WITH,Felbinac
Lercanidipine,INTERACTS_WITH,Adrafinil
Holkira Pak,MANUFACTURED_BY,Abbvie
Trout,IN_PRODUCT,Trout
Imitrex,HAS_PRICE,12.8144
Elotuzumab,INTERACTS_WITH,Matuzumab
Octylphenoxy polyethoxyethanol,INTERACTS_WITH,Carbenicillin
Bufotenine,INTERACTS_WITH,Chlorphenoxamine
Iratumumab,INTERACTS_WITH,Ipilimumab
Benzocaine,INTERACTS_WITH,Quinine
109.397,AVAILABLE_AT,CVS Pharmacy
7-Nitroindazole,INTERACTS_WITH,Cocaine
Thioproperazine,INTERACTS_WITH,Guanoxabenz
Brodalumab,INTERACTS_WITH,Beclomethasone dipropionate
Bromfenac,INTERACTS_WITH,Nitroaspirin
Metampicillin,INTERACTS_WITH,Demegestone
Isolyte S pH 7.4,MANUFACTURED_BY,B. Braun Medical Inc.
Miltefosine,INTERACTS_WITH,Fluindione
Epetraborole,INTERACTS_WITH,4-hydroxycoumarin
Zykadia,HAS_PRICE,15287.0
Gadoxetic acid,INTERACTS_WITH,Tacrolimus
Escherichia coli infectious disease,TREATED_BY,Cefuroxime
Cinitapride,INTERACTS_WITH,Esmolol
Pepsotol,MANUFACTURED_BY,Herbes Universelles Inc.
Protriptyline,INTERACTS_WITH,Valsartan
Icatibant,INTERACTS_WITH,Trandolapril
Eribulin,INTERACTS_WITH,Fluocinolone acetonide
Briakinumab,INTERACTS_WITH,Infliximab
7-ethyl-10-hydroxycamptothecin,INTERACTS_WITH,Tucatinib
IGN311,INTERACTS_WITH,Digoxin Immune Fab (Ovine)
Gefitinib,INTERACTS_WITH,Rifaximin
Fluphenazine,INTERACTS_WITH,Oxycodone
Cannabidivarin,INTERACTS_WITH,Doxepin
Chromium,IN_PRODUCT,Accelerator
Tezacaftor,INTERACTS_WITH,Entrectinib
Salicylic acid,INTERACTS_WITH,Clorgiline
Metenolone,INTERACTS_WITH,Tixocortol
Sylvant,HAS_PRICE,1231.02
Tenofovir disoproxil,IN_PRODUCT,Complera
Dr.g Red-blemish Moisture Cleansing Foam,MANUFACTURED_BY,"GOWOONSESANG COSMETICS CO., LTD."
Icosapent ethyl,INTERACTS_WITH,Glucosamine
Desogestrel,INTERACTS_WITH,Mometasone
Oxandrolone,INTERACTS_WITH,Carmegliptin
Diprenorphine,INTERACTS_WITH,Ketobemidone
Neostigmine,INTERACTS_WITH,Dicyclomine
trans-2-hydroxycinnamic acid,INTERACTS_WITH,Aminohippuric acid
Tecovirimat,INTERACTS_WITH,Varicella Zoster Vaccine (Live/attenuated)
Vedolizumab,INTERACTS_WITH,Sulfasalazine
Clobetasone,INTERACTS_WITH,Sulfisoxazole
Adipiplon,INTERACTS_WITH,Diphenidol
Amifampridine,INTERACTS_WITH,Escitalopram
Umifenovir,INTERACTS_WITH,Valdecoxib
Letermovir,INTERACTS_WITH,Nitrendipine
Mocetinostat,INTERACTS_WITH,Grepafloxacin
Tazobactam,INTERACTS_WITH,Teriflunomide
Noscapine,INTERACTS_WITH,Ondansetron
Naluzotan,INTERACTS_WITH,Trimethaphan
Levocabastine,INTERACTS_WITH,Glycopyrronium
Salicylic acid,INTERACTS_WITH,Ergoloid mesylate
ulcerative colitis,TREATED_BY,Hydrocortisone
Thiamphenicol,INTERACTS_WITH,Phenindione
Loxoprofen,INTERACTS_WITH,Solifenacin
Bafilomycin A1,INTERACTS_WITH,Acenocoumarol
Vilanterol,IN_PRODUCT,Breo Ellipta
Cephalexin,INTERACTS_WITH,Hydrochlorothiazide
Dom-lindane Lotion - 1%,MANUFACTURED_BY,Dominion Pharmacal
Bempedoic acid,INTERACTS_WITH,Paclitaxel
Epanolol,INTERACTS_WITH,Deserpidine
Pramlintide,INTERACTS_WITH,Atropine
Gardasil,MANUFACTURED_BY,Remedy Repack
Pirarubicin,INTERACTS_WITH,Interferon alfa-n1
Rifabutin,IN_PRODUCT,Talicia
Vadastuximab Talirine,INTERACTS_WITH,Palivizumab
Pancrelipase amylase,IN_PRODUCT,Creon
Potassium Guaiacolsulfonate,INTERACTS_WITH,Spirapril
83.6614,AVAILABLE_AT,Pavilions Pharmacy
Molds - Mold Mix 10,MANUFACTURED_BY,Jubilant Hollisterstier Llc
Ficlatuzumab,INTERACTS_WITH,Estradiol valerate
Flurandrenolide,INTERACTS_WITH,Miglitol
Clarithromycin,INTERACTS_WITH,Daclatasvir
Isoconazole,INTERACTS_WITH,Dexniguldipine
Vedolizumab,INTERACTS_WITH,Carboplatin
Mebanazine,INTERACTS_WITH,Benoxaprofen
Alvimopan,INTERACTS_WITH,Desomorphine
Camrelizumab,INTERACTS_WITH,Estradiol benzoate
Phenindamine,INTERACTS_WITH,Hyaluronidase
"Rabies virus inactivated antigen, B",INTERACTS_WITH,Bexarotene
Bendazac,INTERACTS_WITH,Ephedrine
MiCort-HC,HAS_PRICE,999.085
Abrilumab,INTERACTS_WITH,Ethinylestradiol
Cefcapene,INTERACTS_WITH,Olsalazine
Geranylgeranyl diphosphate,INTERACTS_WITH,Chlorpromazine
Platinum,INTERACTS_WITH,Darbepoetin alfa
Alfacalcidol,INTERACTS_WITH,Cholecalciferol
Stepronin,INTERACTS_WITH,Interferon beta-1b
Rilotumumab,INTERACTS_WITH,Estradiol acetate
Linezolid,INTERACTS_WITH,Mitomycin
Betamethasone phosphate,INTERACTS_WITH,Fluindione
Tryptophan,INTERACTS_WITH,Procaine
Bioallethrin,INTERACTS_WITH,Benidipine
Alprostadil,INTERACTS_WITH,Probenecid
Lurasidone,INTERACTS_WITH,Quinaprilat
Ubenimex,INTERACTS_WITH,Picosulfuric acid
Doxifluridine,INTERACTS_WITH,Zidovudine
Clorexolone,INTERACTS_WITH,Carboxymethylcellulose
Peldesine,INTERACTS_WITH,Diethylpropion
Tolbutamide,INTERACTS_WITH,Indapamide
MYO-029,INTERACTS_WITH,Zeranol
Loracarbef,INTERACTS_WITH,Cefepime
Estradiol dienanthate,INTERACTS_WITH,Eluxadoline
Anastrozole,INTERACTS_WITH,Mitomycin
Telithromycin,INTERACTS_WITH,Eluxadoline
Magnesium phosphate,INTERACTS_WITH,Demeclocycline
Lithostat,MANUFACTURED_BY,Mission Pharmacal Company
Halcinonide,INTERACTS_WITH,Alogliptin
Azficel-T,INTERACTS_WITH,Ketoprofen
Insulin glargine,INTERACTS_WITH,Nalidixic acid
Timolol,INTERACTS_WITH,Metyrosine
Acamprosate Calcium,MANUFACTURED_BY,"Teva Pharmaceuticals USA, Inc."
Molindone,INTERACTS_WITH,Pergolide
Vernakalant,INTERACTS_WITH,Tropisetron
Desloratadine,INTERACTS_WITH,Ivabradine
Macimorelin,INTERACTS_WITH,Mizolastine
Chenodeoxycholic acid,INTERACTS_WITH,Antithrombin III human
Tregalizumab,INTERACTS_WITH,Antithymocyte immunoglobulin (rabbit)
Interferon alfa-2b,INTERACTS_WITH,Phenylalanine
Tabalumab,INTERACTS_WITH,Epimestrol
Penbutolol,INTERACTS_WITH,Propafenone
Polythiazide,INTERACTS_WITH,Amibegron
Bemiparin,INTERACTS_WITH,Quinidine
Coconut,IN_PRODUCT,Coconut
hyperthermia,TREATED_BY,Acetaminophen
Heparin,INTERACTS_WITH,Epimestrol
Methsuximide,INTERACTS_WITH,Digitoxin
Risedronic acid,INTERACTS_WITH,Dexrabeprazole
PEV3A,INTERACTS_WITH,Melphalan
Elexacaftor,INTERACTS_WITH,Nafcillin
Sarecycline,IN_PRODUCT,Seysara
Cycloset,HAS_PRICE,647.294
Viomycin,INTERACTS_WITH,Quinine
Testim,HAS_PRICE,136.255
Deptropine,INTERACTS_WITH,Lisdexamfetamine
Edrecolomab,INTERACTS_WITH,Ramucirumab
AMG-222,INTERACTS_WITH,Amineptine
Teniposide,INTERACTS_WITH,Azacitidine
Linzess,HAS_PRICE,447.365
Sipuleucel-T,INTERACTS_WITH,Etoposide
Incivek,MANUFACTURED_BY,Vertex Pharmaceuticals Incorporated
Griseofulvin,INTERACTS_WITH,Segesterone acetate
Vinylbital,INTERACTS_WITH,Metyrosine
Benzthiazide,INTERACTS_WITH,Lithium citrate
Dabigatran etexilate,INTERACTS_WITH,Enoxaparin
Afluria Tetra,MANUFACTURED_BY,Seqirus Pty Ltd
Flucytosine,INTERACTS_WITH,Efalizumab
Desirudin,INTERACTS_WITH,Rivaroxaban
74.998,AVAILABLE_AT,"Community, a Walgreens Pharmacy"
75.0,AVAILABLE_AT,GeniusRx
Hard fat,IN_PRODUCT,HemoTreat
agranulocytosis,TREATED_BY,Pegfilgrastim
Etafedrine,INTERACTS_WITH,Omapatrilat
"N-(2-hydroxybenzyl)-2,5-dimethoxy-4-cyanophenylethylamine",INTERACTS_WITH,Glycopyrronium
Brequinar,INTERACTS_WITH,Alefacept
Levacetylmethadol,INTERACTS_WITH,Methotrimeprazine
Hygromycin B,INTERACTS_WITH,Cyclacillin
Enoxaparin,INTERACTS_WITH,Tolmetin
Carmegliptin,INTERACTS_WITH,Dimetacrine
Kebuzone,INTERACTS_WITH,Phenylephrine
Mesoridazine,INTERACTS_WITH,Levomilnacipran
XTL-001,INTERACTS_WITH,Bevacizumab
Hydrea,HAS_PRICE,27.3684
Ambrisentan,INTERACTS_WITH,Oxymetazoline
Proquazone,INTERACTS_WITH,Methoxamine
Apo-dasatinib,MANUFACTURED_BY,Apotex Corporation
Lafutidine,INTERACTS_WITH,Methenamine
Amoxapine,INTERACTS_WITH,Fosinoprilat
Griseofulvin,INTERACTS_WITH,Pranlukast
Rotavirus vaccine,INTERACTS_WITH,Carboplatin
800.547,AVAILABLE_AT,Rite Aid
Ethambutol,INTERACTS_WITH,Hydrochlorothiazide
Cabazitaxel for Injection,MANUFACTURED_BY,Sandoz Canada Incorporated
Naptumomab Estafenatox,INTERACTS_WITH,Girentuximab
Dabigatran,INTERACTS_WITH,Valdecoxib
Roxicodone,HAS_PRICE,26.0056
Calcium Ascorbate Cap 850mg,MANUFACTURED_BY,Quest Vitamins A Div Of Purity Life Health Products
1561.64,AVAILABLE_AT,Walmart
Acarbose,INTERACTS_WITH,Olanzapine
Metformin,INTERACTS_WITH,Indalpine
Aurothioglucose,INTERACTS_WITH,Oxyphenbutazone
Vinblastine,INTERACTS_WITH,Peginterferon alfa-2b
30.095,AVAILABLE_AT,Albertsons (Sav-on)
Thioproperazine,INTERACTS_WITH,Cyclothiazide
Palonosetron,INTERACTS_WITH,Oxyphenonium
Mefenorex,INTERACTS_WITH,Trandolapril
Alphagan,HAS_PRICE,102.314
5 Benzagel Liquid Acne Soap 5%,MANUFACTURED_BY,Rhone Poulenc Rorer
Alprenolol,INTERACTS_WITH,1-benzylimidazole
Perphenazine,INTERACTS_WITH,Indenolol
Probenecid,INTERACTS_WITH,Fleroxacin
connective tissue disease,TREATED_BY,Macitentan
Tetrabenazine,INTERACTS_WITH,Amperozide
Tropicamide,INTERACTS_WITH,Isoflurane
Zofenopril,INTERACTS_WITH,Pergolide
Glibornuride,INTERACTS_WITH,Desipramine
Alti-cyclobenzaprine - Tab 10mg,MANUFACTURED_BY,Altimed Pharma Inc.
Matuzumab,INTERACTS_WITH,Digoxin Immune Fab (Ovine)
Cephalosporin analog,INTERACTS_WITH,Thiopental
Oregovomab,INTERACTS_WITH,Diethylstilbestrol
Dactinomycin,INTERACTS_WITH,Bexarotene
Magnesium lactate,INTERACTS_WITH,Nimodipine
Genistein,INTERACTS_WITH,Capravirine
upper respiratory tract infection,TREATED_BY,Tobramycin
1-benzylimidazole,INTERACTS_WITH,Candesartan cilexetil
Dexniguldipine,INTERACTS_WITH,Etomidate
Lorcainide,INTERACTS_WITH,Lomerizine
Selenious acid,INTERACTS_WITH,Mannitol
Pexelizumab,INTERACTS_WITH,Alemtuzumab
Mifamurtide,INTERACTS_WITH,Meloxicam
Promegestone,INTERACTS_WITH,Reteplase
Dronabinol,INTERACTS_WITH,Duloxetine
Olokizumab,INTERACTS_WITH,Palivizumab
Chromous sulfate,INTERACTS_WITH,Acyclovir
Salbutamol,INTERACTS_WITH,Pinacidil
Aluminium phosphate,INTERACTS_WITH,Demeclocycline
9-(N-methyl-L-isoleucine)-cyclosporin A,INTERACTS_WITH,Mitomycin
Hair Loss and Scalp Moisturizing,MANUFACTURED_BY,Selenia
Melitracen,INTERACTS_WITH,Debrisoquine
Vilanterol,IN_PRODUCT,Breo Ellipta
Ferric sulfate,INTERACTS_WITH,Gatifloxacin
p-Aminophenol,IN_PRODUCT,SALON CODE Glam Hair Color Glam Brown
Oxtriphylline,INTERACTS_WITH,Fenoterol
Alphaprodine,INTERACTS_WITH,Diphenoxylate
Calcium Phosphate,INTERACTS_WITH,Gemifloxacin
Sorafenib,INTERACTS_WITH,Interferon alfacon-1
Nitrous oxide,INTERACTS_WITH,Doxazosin
indigestion,TREATED_BY,Famotidine
Tetrahydropalmatine,INTERACTS_WITH,Epinephrine
Ditropan,MANUFACTURED_BY,"Ortho-McNeil Pharmaceutical, Inc."
Piperacillin,INTERACTS_WITH,Flucloxacillin
Cinchocaine,INTERACTS_WITH,Ipratropium
Benztropine Mesylate,MANUFACTURED_BY,"Dispensing Solutions, Inc."
131.18,AVAILABLE_AT,Albertsons (Sav-on)
Topotecan Hospira,HAS_PRICE,215.68
Ferrous ascorbate,INTERACTS_WITH,MMDA
Rituximab,INTERACTS_WITH,Basiliximab
Adefovir dipivoxil,INTERACTS_WITH,Ibuproxam
Eplivanserin,INTERACTS_WITH,Minocycline
Cobimetinib,INTERACTS_WITH,Sacubitril
Esatenolol,INTERACTS_WITH,Ruxolitinib
Tenitramine,INTERACTS_WITH,Isradipine
Ascorbic acid,IN_PRODUCT,Active OB
Nitric Oxide,INTERACTS_WITH,Safinamide
Ribavirin,INTERACTS_WITH,Cephalexin
Fospropofol,INTERACTS_WITH,Aclidinium
Romidepsin,INTERACTS_WITH,Levosimendan
Elotuzumab,INTERACTS_WITH,Gemtuzumab ozogamicin
Chlorambucil,INTERACTS_WITH,Adalimumab
Polihexanide,IN_PRODUCT,LeYiJie Alcohol Hand Wash Antibacterial Gel
Desonate,HAS_PRICE,671.505
Ziprasidone,INTERACTS_WITH,Minocycline
Nintedanib,INTERACTS_WITH,Testosterone propionate
Sinuva,HAS_PRICE,2727.56
Vandetanib,INTERACTS_WITH,Dolasetron
Metamfetamine,INTERACTS_WITH,Spirapril
Pentamidine,INTERACTS_WITH,Fleroxacin
Protokylol,INTERACTS_WITH,Lysergic acid diethylamide
5327.9,AVAILABLE_AT,Target (CVS)
Cilnidipine,INTERACTS_WITH,Lithium citrate
Gossypol,INTERACTS_WITH,Fluocinolone acetonide
Etretinate,INTERACTS_WITH,Minocycline
Spironolactone,INTERACTS_WITH,Vilanterol
Erygel,HAS_PRICE,31.7
Ethyl biscoumacetate,INTERACTS_WITH,Cortivazol
GS-5745,INTERACTS_WITH,Formononetin
21.559,AVAILABLE_AT,Vons Pharmacy
Zyflo,HAS_PRICE,3835.97
Prednisolone acetate,INTERACTS_WITH,Glisoxepide
Arsenic trioxide,INTERACTS_WITH,Fluticasone propionate
Magnesium ascorbate,INTERACTS_WITH,Gepefrine
Myozyme,MANUFACTURED_BY,Genzyme Corporation
Mitiglinide,INTERACTS_WITH,Ziprasidone
Nevirapine,INTERACTS_WITH,Fluticasone propionate
Acetylcholine,INTERACTS_WITH,Galantamine
Triptorelin,INTERACTS_WITH,Insulin human
Dio Whitening,MANUFACTURED_BY,Dio
Lomerizine,INTERACTS_WITH,Nafcillin
Avatrombopag,INTERACTS_WITH,Doripenem
Brilaroxazine,INTERACTS_WITH,Quinagolide
Diphenylpyraline,IN_PRODUCT,Vito Bronches Sirop
Centracol Pediatrique - Syr,MANUFACTURED_BY,Prometic Pharma Inc.
Oxamniquine,INTERACTS_WITH,Venlafaxine
Ponatinib,INTERACTS_WITH,Daclizumab
"Cockroach, German",MANUFACTURED_BY,"Allermed Laboratories, Inc."
Oxyphenisatin,INTERACTS_WITH,Pipecuronium
Lonazolac,INTERACTS_WITH,Periciazine
9.57,AVAILABLE_AT,Pavilions Pharmacy
Valinomycin,INTERACTS_WITH,Lovastatin
Edetic acid,INTERACTS_WITH,Edoxaban
ulcerative colitis,TREATED_BY,Hydrocortisone
Golimumab,INTERACTS_WITH,Gemcitabine
Stepronin,INTERACTS_WITH,Tioguanine
Opium,INTERACTS_WITH,Phentermine
Neratinib,INTERACTS_WITH,Tolvaptan
Semuloparin,INTERACTS_WITH,Edoxaban
Bendazac,INTERACTS_WITH,Nialamide
Infanrix,MANUFACTURED_BY,A-S Medication Solutions
FML,HAS_PRICE,98.4675
Bambuterol,INTERACTS_WITH,Angiotensin 1-7
Amoxicillin,INTERACTS_WITH,Progesterone
Bio-fluconazole,MANUFACTURED_BY,Biomed Pharma
Canary Grass Pollen,MANUFACTURED_BY,"Allermed Laboratories, Inc."
Rociverine,INTERACTS_WITH,Dextropropoxyphene
macular retinal edema,TREATED_BY,Aflibercept
Vinyl ether,INTERACTS_WITH,Rufinamide
Flumethasone,INTERACTS_WITH,Dutogliptin
1002.4,AVAILABLE_AT,Walgreens
Bemotrizinol,IN_PRODUCT,Fascy Lab Green Plus Sun
Deferoxamine Mesylate for Injection,MANUFACTURED_BY,Sandoz Canada Incorporated
Estradiol cypionate,INTERACTS_WITH,IPH 2101
Remifentanil,INTERACTS_WITH,Treprostinil
Choline salicylate,INTERACTS_WITH,Ferulic acid
Quetiapine,INTERACTS_WITH,Telaprevir
Colesevelam,IN_PRODUCT,WelChol 625 mg tablet
Paroxetine,INTERACTS_WITH,Abiraterone
Epanolol,INTERACTS_WITH,Candoxatril
Micardis,HAS_PRICE,81.05
Proctocort,HAS_PRICE,719.86
Wilson disease,TREATED_BY,Triethylenetetramine
Parafon Forte DSC,HAS_PRICE,23.335
Prenylamine,INTERACTS_WITH,Tocainide
Trilostane,INTERACTS_WITH,Stepronin
Miocamycin,INTERACTS_WITH,Pergolide
Ceftin,HAS_PRICE,54.4086
Lobeline,INTERACTS_WITH,Procaine
Etiracetam,INTERACTS_WITH,Alaproclate
Minipress,MANUFACTURED_BY,"Physicians Total Care, Inc."
Gadoxetic acid,INTERACTS_WITH,Beclomethasone dipropionate
Mepartricin,INTERACTS_WITH,Ibrutinib
Streptomycin,INTERACTS_WITH,Mannitol
Nityr,HAS_PRICE,20918.5
Aniline,INTERACTS_WITH,Adalimumab
Benserazide,INTERACTS_WITH,Tenoxicam
Cidofovir,INTERACTS_WITH,Cetirizine
Prednisone acetate,INTERACTS_WITH,Hexoprenaline
p-Coumaric acid,INTERACTS_WITH,Fluticasone
Luprostiol,INTERACTS_WITH,Flunoxaprofen
Ribociclib,INTERACTS_WITH,Cabozantinib
Doxefazepam,INTERACTS_WITH,Flavoxate
Symjepi,HAS_PRICE,241.18
Doxylamine,INTERACTS_WITH,Chlordiazepoxide
Levetiracetam Hospira,HAS_PRICE,18.0
Choline C 11,INTERACTS_WITH,Olsalazine
Aerius,MANUFACTURED_BY,Bayer
Tetrabenazine,INTERACTS_WITH,Midostaurin
42.55,AVAILABLE_AT,"Community, a Walgreens Pharmacy"
DL-alpha-Tocopherol,IN_PRODUCT,"Eden With Vitamins A, C, and E"
Medi Sun Soothing,MANUFACTURED_BY,Mbg Inc (Korea Institute of Science Development)
Influenza A virus A/California/7/2009 (H1N1) live (attenuated) antigen,INTERACTS_WITH,Hydroxyurea
Cocoa butter,IN_PRODUCT,Equaline Hemorrhoidal
Apremilast,INTERACTS_WITH,Amsacrine
Hydroquinidine,INTERACTS_WITH,Aranidipine
Naproxen,IN_PRODUCT,Naprosyn
Cefazolin,INTERACTS_WITH,Cholic Acid
Light Mineral Oil,IN_PRODUCT,Sterile Light Mineral Oil
Peginterferon alfa-2a,INTERACTS_WITH,Dexrazoxane
Cortisone,INTERACTS_WITH,Ethynodiol diacetate
Ciprofloxacin,IN_PRODUCT,Apo-ciproflox
Sparfloxacin,INTERACTS_WITH,Nitrofurantoin
Isoleucine,IN_PRODUCT,2.75% Travasol Amino Acid Injection With Electrolytes In 5% Dextrose Quickmix
Levothyroxine,INTERACTS_WITH,Ferrous fumarate
CR002,INTERACTS_WITH,Efalizumab
Dolasetron,INTERACTS_WITH,Imidafenacin
Atovaquone and Proguanil HCl,MANUFACTURED_BY,Prasco Laboratories
Modafinil,INTERACTS_WITH,"S,R-Warfarin alcohol"
Simponi Aria,MANUFACTURED_BY,"Janssen Biotech, Inc."
Dehydrocholic acid,INTERACTS_WITH,Dextran
But First Water,MANUFACTURED_BY,"CNT Dream Co.,Ltd"
Olodaterol,INTERACTS_WITH,Olmesartan
Lucinactant,INTERACTS_WITH,Nimodipine
Quingestanol,INTERACTS_WITH,Prednisolone phosphate
Factive,HAS_PRICE,42.6054
leg dermatosis,TREATED_BY,Hydrocortisone
Pyrimethamine,INTERACTS_WITH,Zopiclone
Eletriptan,INTERACTS_WITH,Cyclopenthiazide
Protocatechualdehyde,INTERACTS_WITH,Reteplase
Rutin,INTERACTS_WITH,Alprazolam
corneal deposit,TREATED_BY,Cysteamine
Gancotamab,INTERACTS_WITH,Natalizumab
BCG vaccine,INTERACTS_WITH,Cyclacillin
Ergometrine,INTERACTS_WITH,Fenoldopam
Dipyridamole,INTERACTS_WITH,Letermovir
Verdeso,HAS_PRICE,1018.77
Potassium Iodide,INTERACTS_WITH,Heparin
Distichlis Spicata Pollen,MANUFACTURED_BY,"ALK-Abello, Inc."
Stiripentol,INTERACTS_WITH,Levomilnacipran
Vigabatrin,IN_PRODUCT,Vigabatrin
Zaleplon,INTERACTS_WITH,Nabilone
Terodiline,INTERACTS_WITH,Adenosine
Pascopyrum smithii pollen,INTERACTS_WITH,Sotalol
Typhoid Vaccine Live,INTERACTS_WITH,Flucytosine
Bacitracin,INTERACTS_WITH,Mannitol
Salvianolic acid A,INTERACTS_WITH,Mycophenolate mofetil
Betamethasone,INTERACTS_WITH,Mepolizumab
Lynestrenol,INTERACTS_WITH,Clocortolone acetate
Telisotuzumab vedotin,INTERACTS_WITH,Girentuximab
473.2,AVAILABLE_AT,Costco
Defibrotide,INTERACTS_WITH,Lumiracoxib
Cinoxacin,INTERACTS_WITH,Didanosine
Propafenone,INTERACTS_WITH,Guanoxan
Halfan - Tab 250mg,MANUFACTURED_BY,Smithkline Beecham Pharma Division Of Smithkline Beecham Inc
Miconazole,INTERACTS_WITH,Vorapaxar
Asunaprevir,INTERACTS_WITH,Brentuximab vedotin
Monteplase,INTERACTS_WITH,Estradiol valerate
Aloxiprin,INTERACTS_WITH,Potassium citrate
Casodex,HAS_PRICE,135.286
Paraldehyde,INTERACTS_WITH,Codeine
Rapamune,MANUFACTURED_BY,Wyeth Pharmaceuticals Inc.
Atazanavir,INTERACTS_WITH,Metiamide
Ferric sulfate,INTERACTS_WITH,Tetracycline
Clomipramine,INTERACTS_WITH,Cadralazine
"(1,2,6,7-3H)Testosterone",INTERACTS_WITH,Argatroban
Canagliflozin,INTERACTS_WITH,Naloxegol
Seproxetine,INTERACTS_WITH,(R)-warfarin
Cefazolin,INTERACTS_WITH,Dabrafenib
Xtandi,MANUFACTURED_BY,Astellas Pharma Europe Bv
Benzylthiouracil,INTERACTS_WITH,Paroxetine
Zaleplon,INTERACTS_WITH,Levomilnacipran
Lolium perenne pollen,INTERACTS_WITH,Atenolol
Primaquine,INTERACTS_WITH,BL-1020
inflammation,TREATED_BY,Dexamethasone
Exemestane,INTERACTS_WITH,Rifampicin
Alemtuzumab,INTERACTS_WITH,Lenalidomide
Peginterferon alfacon-1,INTERACTS_WITH,GlycoPEG-GCSF
Fontolizumab,INTERACTS_WITH,Afelimomab
Diltiazem,INTERACTS_WITH,Ractopamine
Cyclopentolate,IN_PRODUCT,Ak-pentolate
Taspoglutide,INTERACTS_WITH,Progesterone
Codeine,INTERACTS_WITH,Fentanyl
Danaparoid,INTERACTS_WITH,Taurochenodeoxycholic acid
Tiemonium iodide,INTERACTS_WITH,Lofentanil
Pirenzepine,INTERACTS_WITH,Diphenoxylate
Imidafenacin,INTERACTS_WITH,Oxyphenonium
Hextend,MANUFACTURED_BY,"Hospira, Inc."
3-[4-(1-formylpiperazin-4-yl)-benzylidenyl]-2-indolinone,INTERACTS_WITH,Thyrotropin alfa
Venetoclax,INTERACTS_WITH,Riociguat
Quinoline Yellow WS,INTERACTS_WITH,Sitaxentan
Ipratropium,IN_PRODUCT,Atrovent Nasal Spray
Isoflurophate,INTERACTS_WITH,Amoxapine
Octopamine,INTERACTS_WITH,Hydroflumethiazide
Buclizine,INTERACTS_WITH,Piritramide
Choline,INTERACTS_WITH,Buformin
beta-Naphthoflavone,INTERACTS_WITH,Peldesine
"Antihemophilic Factor (Recombinant), PEGylated",INTERACTS_WITH,Damoctocog alfa pegol
Salicylic acid,INTERACTS_WITH,Orciprenaline
Levopropoxyphene,INTERACTS_WITH,Brexanolone
Dipyridamole,IN_PRODUCT,Apo-dipyridamole-FC Tab 50mg
Feldene,HAS_PRICE,61.99
14.8154,AVAILABLE_AT,Albertsons (Sav-on)
Cyclosporine,INTERACTS_WITH,Melphalan
Viomycin,INTERACTS_WITH,Bekanamycin
Mylan-trazodone,MANUFACTURED_BY,Mylan Pharmaceuticals
Xenical,HAS_PRICE,725.984
Apramycin,INTERACTS_WITH,Cyclacillin
Furosemide,INTERACTS_WITH,Phendimetrazine
Ibuprofen,IN_PRODUCT,Caldolor Vial
Pepcid,HAS_PRICE,9.9846
Castor Oil Certified,MANUFACTURED_BY,D.C. Labs Limited
Eldelumab,INTERACTS_WITH,RI 624
Rolofylline,INTERACTS_WITH,Lactulose
Dutogliptin,INTERACTS_WITH,Imipramine
Lithium carbonate,INTERACTS_WITH,Moexipril
Rexulti,HAS_PRICE,1211.39
Methdilazine,INTERACTS_WITH,Mephenytoin
Azlocillin,INTERACTS_WITH,Etonogestrel
"Sodium phosphate, dibasic, unspecified form",INTERACTS_WITH,Chlorprothixene
Cefazedone,INTERACTS_WITH,Mannitol
Crotedumab,INTERACTS_WITH,Trastuzumab
Dexetimide,INTERACTS_WITH,Methantheline
Dofetilide,INTERACTS_WITH,Hydroquinine
Exenatide,INTERACTS_WITH,Gatifloxacin
Formic acid,INTERACTS_WITH,Potassium citrate
Estradiol benzoate,INTERACTS_WITH,Aripiprazole
Nitroglycerin,INTERACTS_WITH,Paliperidone
Otilonium,INTERACTS_WITH,Dihydrocodeine
Temefos,INTERACTS_WITH,Crizotinib
Pargyline,INTERACTS_WITH,Nylidrin
Copanlisib,INTERACTS_WITH,Sarecycline
Docetaxel,INTERACTS_WITH,Dexrazoxane
Protein S human,INTERACTS_WITH,Magnesium salicylate
Dulaglutide,INTERACTS_WITH,Ofloxacin
Invert sugar,INTERACTS_WITH,Ketoprofen
Isoetharine,INTERACTS_WITH,Nilvadipine
Bendamustine,IN_PRODUCT,Bendeka
Moperone,INTERACTS_WITH,Cyproheptadine
Rolipram,INTERACTS_WITH,Milnacipran
mood disorder,TREATED_BY,Duloxetine
8.536,AVAILABLE_AT,Costco
Guacetisal,INTERACTS_WITH,Frovatriptan
Orbactiv,HAS_PRICE,1022.11
Timepidium,INTERACTS_WITH,Dihydromorphine
Polycarbophil,INTERACTS_WITH,Umeclidinium
366.598,AVAILABLE_AT,Walgreens
Atracurium besylate,IN_PRODUCT,Atracurium Besylate
Simvastatin,INTERACTS_WITH,Lamotrigine
Teicoplanin,INTERACTS_WITH,Fluindione
Carfilzomib,INTERACTS_WITH,Procarbazine
Dihydrocodeine,INTERACTS_WITH,Pramipexole
