Head,Relation,Tail
Concizumab,INTERACTS_WITH,Matuzumab
Mipomersen,INTERACTS_WITH,Pexidartinib
Dacetuzumab,INTERACTS_WITH,Esterified estrogens
Dotatate,IN_PRODUCT,Netspot
Bavituximab,INTERACTS_WITH,Ibritumomab tiuxetan
Potassium citrate,INTERACTS_WITH,"Synthetic Conjugated Estrogens, B"
Apolizumab,INTERACTS_WITH,Afelimomab
Riluzole Zentiva,HAS_PRICE,790.576
NGX267,INTERACTS_WITH,Nadolol
Flavored Colestid,MANUFACTURED_BY,"Physicians Total Care, Inc."
Dopamine,INTERACTS_WITH,Dexniguldipine
Nomifensine,INTERACTS_WITH,Minocycline
Olsalazine,INTERACTS_WITH,Salmeterol
Oxycontin,HAS_PRICE,136.983
Doxacurium,IN_PRODUCT,Nuromax
Ritobegron,INTERACTS_WITH,Trichlormethiazide
Lercanidipine,INTERACTS_WITH,Naluzotan
Barbexaclone,INTERACTS_WITH,Warfarin
Cefaclor,INTERACTS_WITH,Mercaptopurine
Sage oil,INTERACTS_WITH,Fosphenytoin
Doxazosin,INTERACTS_WITH,Epicaptopril
Nedocromil,INTERACTS_WITH,Sulindac
1779.95,AVAILABLE_AT,Target (CVS)
Promethazine,INTERACTS_WITH,Doxylamine
Florbetapir (18F),INTERACTS_WITH,Cefepime
Dihydrexidine,INTERACTS_WITH,Tetrahydropalmatine
Flumequine,INTERACTS_WITH,Linagliptin
Ergocalciferol,INTERACTS_WITH,Magnesium salicylate
Erythrityl tetranitrate,INTERACTS_WITH,Eperisone
10.8,AVAILABLE_AT,HealthWarehouse
Propylene glycol,INTERACTS_WITH,Heptaethylene glycol
Dasatinib,INTERACTS_WITH,Rituximab
fungal infectious disease,TREATED_BY,Chlorhexidine
Tirzepatide,INTERACTS_WITH,Nelfinavir
Pascopyrum smithii pollen,INTERACTS_WITH,Benazeprilat
Ximelagatran,INTERACTS_WITH,Biochanin A
Amrinone,INTERACTS_WITH,Ibuprofen
Cefminox,INTERACTS_WITH,Zomepirac
37.3999,AVAILABLE_AT,CVS Pharmacy
keratosis,TREATED_BY,Fluorouracil
CareOne Ultra Lubricant,MANUFACTURED_BY,"FOODHOLD U.S.A., LLC"
25.776,AVAILABLE_AT,Walmart Neighborhood Market
Phalaris minor pollen,INTERACTS_WITH,Ramiprilat
Ancobon,HAS_PRICE,17157.5
Andexanet alfa,INTERACTS_WITH,Ferulic acid
YKP-1358,INTERACTS_WITH,Ritanserin
cystitis,TREATED_BY,Moxifloxacin
Nanatinostat,INTERACTS_WITH,Erythropoietin
18934.6,AVAILABLE_AT,Walmart
Diethylstilbestrol,INTERACTS_WITH,Oregovomab
Betamethasone phosphate,INTERACTS_WITH,Dihydrotachysterol
Allicin,INTERACTS_WITH,Levonorgestrel
Butylene glycol,IN_PRODUCT,Dr.g Lock and More Nourishing Mask
Eldelumab,INTERACTS_WITH,Estradiol cypionate
Tositumomab,INTERACTS_WITH,Aldesleukin
11.83,AVAILABLE_AT,Ralphs
Chromic chloride,INTERACTS_WITH,Phenylbutazone
Concizumab,INTERACTS_WITH,Natalizumab
Ravulizumab,INTERACTS_WITH,Pegaspargase
Canrenone,INTERACTS_WITH,Polmacoxib
Mivacurium,INTERACTS_WITH,Magnesium oxide
Prochlorperazine,INTERACTS_WITH,Bufuralol
Bromocriptine,IN_PRODUCT,Parlodel
1284.77,AVAILABLE_AT,Target (CVS)
Acrivastine,INTERACTS_WITH,Leuprolide
Iohexol,INTERACTS_WITH,Carbamazepine
Trimetrexate,INTERACTS_WITH,Folic acid
Insulin glargine,INTERACTS_WITH,Ofloxacin
Rozanolixizumab,INTERACTS_WITH,Cisplatin
100.84,AVAILABLE_AT,"Community, a Walgreens Pharmacy"
4.1664,AVAILABLE_AT,Costco
Pregabalin Mylan,HAS_PRICE,473.326
Cancidas,HAS_SIDE_EFFECT,Erythema
Ciprofibrate,INTERACTS_WITH,Acetohexamide
Praziquantel,INTERACTS_WITH,Icotinib
Metildigoxin,INTERACTS_WITH,Flunixin
Nefazodone,INTERACTS_WITH,Paraldehyde
Lanatoside C,INTERACTS_WITH,Ridaforolimus
Ceftriaxone,INTERACTS_WITH,Typhoid vaccine
Atriplex wrightii pollen,IN_PRODUCT,Atriplex Mixture
FIRST Mouthwash BLM,MANUFACTURED_BY,"CutisPharma, Inc."
Acalabrutinib,INTERACTS_WITH,Enzalutamide
Esreboxetine,INTERACTS_WITH,Zolpidem
Peruvoside,INTERACTS_WITH,Eprinomectin
Blueberry,IN_PRODUCT,Blueberry
Omega-3 fatty acids,INTERACTS_WITH,Phenprocoumon
Quinupramine,INTERACTS_WITH,Bupranolol
Voclosporin,INTERACTS_WITH,Irinotecan
Isoxicam,INTERACTS_WITH,Epicaptopril
Trastuzumab emtansine,INTERACTS_WITH,Azathioprine
Triflusal,INTERACTS_WITH,Meloxicam
Apo-docusate Calcium,MANUFACTURED_BY,Apotex Corporation
Levacetylmethadol,INTERACTS_WITH,Botulinum Toxin Type B
Fostamatinib,INTERACTS_WITH,Irinotecan
Trimazosin,INTERACTS_WITH,Dihydroergocornine
Bacillus calmette-guerin substrain danish 1331 live antigen,INTERACTS_WITH,Gemtuzumab ozogamicin
Netilmicin,INTERACTS_WITH,Penamecillin
insomnia,TREATED_BY,Gabapentin
Orphenadrine,IN_PRODUCT,Disipal Tab 50mg
Epirubicin,INTERACTS_WITH,Ibritumomab tiuxetan
Copanlisib,INTERACTS_WITH,Modafinil
Peldesine,INTERACTS_WITH,Epanolol
Vancomycin,INTERACTS_WITH,Oxyphenbutazone
epilepsy,TREATED_BY,Topiramate
Clobetasone,INTERACTS_WITH,Allicin
Box Elder Pollen,MANUFACTURED_BY,"Allergy Laboratories, Inc."
Emylcamate,INTERACTS_WITH,Profenamine
Norfenefrine,INTERACTS_WITH,Valsartan
proctitis,TREATED_BY,Mesalazine
Deserpidine,INTERACTS_WITH,Ritodrine
Andrographolide,INTERACTS_WITH,Obinutuzumab
5.5,AVAILABLE_AT,CVS Pharmacy
Pivmecillinam,INTERACTS_WITH,Norelgestromin
Tenitramine,INTERACTS_WITH,Dexverapamil
Emetine,INTERACTS_WITH,Stavudine
Natalizumab,INTERACTS_WITH,Sulfasalazine
Insulin argine,INTERACTS_WITH,Gemigliptin
Hydromorphone,INTERACTS_WITH,Linezolid
Rotigotine,IN_PRODUCT,"Neupro Patch, Transdermal 24 Hours"
Cordran,MANUFACTURED_BY,"Watson Pharma, Inc."
25.776,AVAILABLE_AT,Walmart
B Complex W C and B12 Inj,MANUFACTURED_BY,E L Stickley And Co Ltd.
Koeleria macrantha pollen,INTERACTS_WITH,Omapatrilat
Magnesium oxide,INTERACTS_WITH,1alpha-Hydroxyvitamin D5
Pegaspargase,INTERACTS_WITH,Gemcitabine
Methylnaltrexone,INTERACTS_WITH,Naltrexone
Palonosetron,INTERACTS_WITH,Tapentadol
Zanamivir,INTERACTS_WITH,Cefalotin
Tetrandrine,INTERACTS_WITH,Triamcinolone
Nivolumab,INTERACTS_WITH,Chlorotrianisene
Sotylize,HAS_PRICE,535.84
1828.22,AVAILABLE_AT,Rite Aid
Ketotifen,INTERACTS_WITH,Gadobenic acid
Triamterene,IN_PRODUCT,Dyazide
Sevoflurane,INTERACTS_WITH,Nitroglycerin
Prostalene,INTERACTS_WITH,Valdecoxib
Ibutilide,INTERACTS_WITH,Tetrandrine
Dibromotyrosine,INTERACTS_WITH,Dextran
Selegiline,IN_PRODUCT,Eldepryl
Zinc ascorbate,INTERACTS_WITH,Deferiprone
Bivalirudin,HAS_SIDE_EFFECT,Ventricular tachycardia
Aldosterone,INTERACTS_WITH,Lomustine
Orange Food,MANUFACTURED_BY,"Allergy Laboratories, Inc."
Lumiliximab,INTERACTS_WITH,Estradiol valerate
6-O-benzylguanine,INTERACTS_WITH,Tyramine
Dexrazoxane,IN_PRODUCT,Dexrazoxane
Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (propiolactone inactivated),INTERACTS_WITH,Melphalan
486.89,AVAILABLE_AT,Albertsons (Sav-on)
Alaproclate,INTERACTS_WITH,Diamorphine
Lactulose,INTERACTS_WITH,Rapacuronium
Zuclopenthixol,INTERACTS_WITH,Nitroglycerin
Pagoclone,INTERACTS_WITH,Solifenacin
Clothiapine,INTERACTS_WITH,Quinidine
Cinnarizine,INTERACTS_WITH,Cyproterone acetate
Tarextumab,INTERACTS_WITH,Epratuzumab
Fluprednisolone,INTERACTS_WITH,Cyclophosphamide
pain,TREATED_BY,Buprenorphine
Iratumumab,INTERACTS_WITH,Tositumomab
trans-2-hydroxycinnamic acid,INTERACTS_WITH,Hydrocortisone
Rocaltrol,HAS_PRICE,10.5
Oxistat,HAS_PRICE,775.339
Thioridazine,INTERACTS_WITH,Metolazone
"Sodium phosphate, dibasic",INTERACTS_WITH,Trimebutine
hepatitis,HAS_SIDE_EFFECT,Loss of consciousness
Nateglinide,INTERACTS_WITH,Hydrochlorothiazide
DL-Methylephedrine,INTERACTS_WITH,Bietaserpine
Seoul Propolia,MANUFACTURED_BY,Seoul Propolis
Nelarabine,INTERACTS_WITH,Bevacizumab
Cyclopenthiazide,INTERACTS_WITH,Methoxamine
Metildigoxin,INTERACTS_WITH,Sulindac
Sulfamethizole,INTERACTS_WITH,Insulin lispro
Cycrimine,INTERACTS_WITH,Diamorphine
Guselkumab,INTERACTS_WITH,Denosumab
Afelimomab,INTERACTS_WITH,Cisplatin
Magnesium hydroxide,INTERACTS_WITH,Allopurinol
Clometocillin,INTERACTS_WITH,Norgestrel
Saquinavir,INTERACTS_WITH,Dofetilide
Metaxalone,INTERACTS_WITH,Levomilnacipran
Allicin,INTERACTS_WITH,Octreotide
Vorinostat,INTERACTS_WITH,Alefacept
7.5,AVAILABLE_AT,Walmart Neighborhood Market
Guanoxan,INTERACTS_WITH,Benzphetamine
Potassium lactate,INTERACTS_WITH,Temocapril
Aloprim,HAS_PRICE,10.1001
Deoxyepinephrine,INTERACTS_WITH,Valsartan
Sertindole,INTERACTS_WITH,Sertraline
Lefamulin,INTERACTS_WITH,Formestane
Tomaralimab,INTERACTS_WITH,Tositumomab
Acarbose,INTERACTS_WITH,Goserelin
Clenbuterol,INTERACTS_WITH,Telmisartan
4.162,AVAILABLE_AT,Ralphs
NuvaRing,HAS_SIDE_EFFECT,Foreign body
Terbutaline,INTERACTS_WITH,Olmesartan
Muzolimine,INTERACTS_WITH,Acepromazine
Entinostat,INTERACTS_WITH,Tetrabenazine
Bimagrumab,INTERACTS_WITH,Bavituximab
Tirzepatide,INTERACTS_WITH,Lofepramine
Bamifylline,INTERACTS_WITH,Isoprenaline
Chlormezanone,INTERACTS_WITH,Rotigotine
Parathyroid hormone,INTERACTS_WITH,Fluvoxamine
Propatyl nitrate,INTERACTS_WITH,Prenylamine
Pirprofen,INTERACTS_WITH,Amoxapine
Econopred,MANUFACTURED_BY,"Physicians Total Care, Inc."
Valanafusp alfa,INTERACTS_WITH,Tibolone
inflammation,TREATED_BY,Diflorasone
Androxy,HAS_PRICE,156.966
Clorazepic acid,INTERACTS_WITH,Zolpidem
Norethisterone,INTERACTS_WITH,Obeticholic acid
Amifostine,IN_PRODUCT,Ethyol
Nitrous oxide,IN_PRODUCT,Nitrous Oxide
NebuPent,HAS_PRICE,184.506
Psilocybin,INTERACTS_WITH,Ipratropium
Pirprofen,INTERACTS_WITH,Pseudoephedrine
Pholcodine,INTERACTS_WITH,Oxaprozin
Parathyroid hormone,INTERACTS_WITH,Milnacipran
Hydrocortisone cypionate,INTERACTS_WITH,Becocalcidiol
Aminosalicylic acid,INTERACTS_WITH,Enoxaparin
Fludiazepam,INTERACTS_WITH,Zimelidine
Nimesulide,INTERACTS_WITH,Methoxamine
Vancomycin,INTERACTS_WITH,Kebuzone
20.2998,AVAILABLE_AT,Walmart
Bimatoprost,INTERACTS_WITH,Remikiren
Otelixizumab,INTERACTS_WITH,Girentuximab
Phendimetrazine,INTERACTS_WITH,Isradipine
Zonegran,MANUFACTURED_BY,Eisai Limited
Mucor Racemosus,MANUFACTURED_BY,"Allergy Laboratories, Inc."
178.8,AVAILABLE_AT,GeniusRx
Erythroxylum catuaba bark,IN_PRODUCT,Edge
11.45,AVAILABLE_AT,Ralphs
Tretamine,INTERACTS_WITH,Dicyclomine
Tiagabine,INTERACTS_WITH,Tolterodine
Clindamycin,INTERACTS_WITH,Chloramphenicol
5.965,AVAILABLE_AT,Pavilions Pharmacy
Phthalylsulfathiazole,INTERACTS_WITH,Anagliptin
Moxisylyte,INTERACTS_WITH,Mibefradil
Glycopyrronium,INTERACTS_WITH,Paroxetine
Lusutrombopag,INTERACTS_WITH,Progesterone
Cyproterone acetate,INTERACTS_WITH,Atazanavir
GI-5005,INTERACTS_WITH,Mitomycin
Triclabendazole,INTERACTS_WITH,Garenoxacin
Meprobamate,INTERACTS_WITH,Methscopolamine bromide
Betula alleghaniensis pollen,IN_PRODUCT,Treatment Set TS340826
Oxabolone cipionate,INTERACTS_WITH,Hydrochlorothiazide
Maxacalcitol,INTERACTS_WITH,Sevelamer
Valganciclovir,IN_PRODUCT,Valganciclovir
Antilymphocyte immunoglobulin (horse),INTERACTS_WITH,Efalizumab
Quinacrine,INTERACTS_WITH,Cimetidine
"Rabies virus inactivated antigen, A",INTERACTS_WITH,Alemtuzumab
Pimavanserin,INTERACTS_WITH,Dexetimide
Penicillamine,INTERACTS_WITH,Mycophenolate mofetil
Aluminum hydroxide,INTERACTS_WITH,Perphenazine
Vancomycin,INTERACTS_WITH,Fenbufen
Paraoxon,INTERACTS_WITH,Amoxapine
GI-5005,INTERACTS_WITH,Chloramphenicol
Carbidopa,INTERACTS_WITH,Dexmethylphenidate
Levopropoxyphene,INTERACTS_WITH,Phenibut
Acetylcysteine zinc,INTERACTS_WITH,Oxytetracycline
Lomustine,IN_PRODUCT,Gleostine
Bicalutamide,INTERACTS_WITH,Ribociclib
Hygromycin B,INTERACTS_WITH,Talampicillin
Fedratinib,INTERACTS_WITH,Eluxadoline
Fontolizumab,INTERACTS_WITH,Polyestradiol phosphate
Koeleria macrantha pollen,INTERACTS_WITH,Cloranolol
Ferric oxide,INTERACTS_WITH,Sodium tripolyphosphate
Guselkumab,INTERACTS_WITH,Pemetrexed
Dezocine,INTERACTS_WITH,Mirtazapine
Dutasteride,INTERACTS_WITH,Bevantolol
mansonelliasis,TREATED_BY,Ivermectin
Selenocysteine,IN_PRODUCT,Dialyvite 3000
Proctozone HC,HAS_PRICE,70.209
Gliclazide,INTERACTS_WITH,Pazufloxacin
Golodirsen,INTERACTS_WITH,Tenoxicam
Ethotoin,INTERACTS_WITH,Benzatropine
Mibolerone,INTERACTS_WITH,Tixocortol
Alverine,INTERACTS_WITH,Trihexyphenidyl
Thrombin alfa,IN_PRODUCT,Recothrom
Chromic citrate,INTERACTS_WITH,Cefditoren
Ferric oxide,INTERACTS_WITH,Pancrelipase
Brivaracetam,IN_PRODUCT,Briviact
Cal Mo Dol Ont,MANUFACTURED_BY,Herbes Universelles Inc.
Coagulation factor X human,INTERACTS_WITH,Cangrelor
Amrinone,INTERACTS_WITH,Salicylic acid
Tiagabine,INTERACTS_WITH,Suvorexant
Sodium tartrate,INTERACTS_WITH,Hexocyclium
Pentosan polysulfate,INTERACTS_WITH,Reviparin
Maxine Vitamin and Mineral Supplement,MANUFACTURED_BY,Nf Formulas Inc.
Darifenacin,INTERACTS_WITH,Cycrimine
Tagamet,HAS_PRICE,22.63
Trintellix,MANUFACTURED_BY,"Takeda Pharmaceuticals America, Inc."
Prostaglandin G2,INTERACTS_WITH,Naproxen
Amiloride,IN_PRODUCT,Amiloride Hydrochloride
PRX-08066,INTERACTS_WITH,Paroxetine
Tenofovir disoproxil,INTERACTS_WITH,Ceftazidime
Alnus rhombifolia pollen,IN_PRODUCT,Treatment Set TS331657
Avage,HAS_PRICE,101.235
Ferric maltol,INTERACTS_WITH,Zoledronic acid
Acetazolamide,MANUFACTURED_BY,"Taro Pharmaceuticals U.S.A., Inc."
Tinoridine,INTERACTS_WITH,Clorgiline
Calcium acetate,INTERACTS_WITH,Norfloxacin
Eperisone,INTERACTS_WITH,Ruxolitinib
KOS-1584,INTERACTS_WITH,Acefylline
Phenylacetic acid,INTERACTS_WITH,Fluclorolone
Candesartan,INTERACTS_WITH,Metaraminol
Calcium ascorbate,INTERACTS_WITH,Estradiol benzoate
Meclocycline,INTERACTS_WITH,Amoxicillin
ProAir,HAS_PRICE,44.9898
Econazole,INTERACTS_WITH,Colchicine
Doxifluridine,INTERACTS_WITH,Mitomycin
673.928,AVAILABLE_AT,CVS Pharmacy
Atridox,MANUFACTURED_BY,TOLMAR Inc.
Triptorelin,INTERACTS_WITH,Buformin
Vinblastine,INTERACTS_WITH,Cladribine
Darexaban,INTERACTS_WITH,Etodolac
Clozapine,INTERACTS_WITH,Teniposide
Asfotase alfa,INTERACTS_WITH,Chlorotrianisene
34.852,AVAILABLE_AT,Albertsons (Sav-on)
Neamine,INTERACTS_WITH,Cymarin
Medifoxamine,INTERACTS_WITH,Flavoxate
D-glucose,IN_PRODUCT,25% Dextrose Infant
Pegamotecan,INTERACTS_WITH,Damoctocog alfa pegol
Ibipinabant,INTERACTS_WITH,Propiverine
Glipizide,INTERACTS_WITH,Ofloxacin
Montelukast,INTERACTS_WITH,Rifampicin
Lanoteplase,INTERACTS_WITH,Temsirolimus
Musa acuminata fruit,IN_PRODUCT,Banana
Sumatriptan,IN_PRODUCT,Imitrex
Mebanazine,INTERACTS_WITH,Cimicoxib
Elacridar,INTERACTS_WITH,Pravastatin
inflammation,TREATED_BY,Hydrocortisone
Morphine,INTERACTS_WITH,Ropinirole
Sodium citrate,INTERACTS_WITH,Diflunisal
Lisinopril,HAS_SIDE_EFFECT,Pancytopenia
Chlorcyclizine,INTERACTS_WITH,Amitriptyline
Calcium carbonate,INTERACTS_WITH,Gemifloxacin
Influenza B virus B/Brisbane/60/2008 antigen (propiolactone inactivated),INTERACTS_WITH,Fluorouracil
Cycloserine,INTERACTS_WITH,Perphenazine
Rheumatrex,HAS_PRICE,11.56
Aceclofenac,INTERACTS_WITH,Amlodipine
Necitumumab,INTERACTS_WITH,Capromab pendetide
Lamivudine Teva Pharma B.v.,HAS_PRICE,101.43
Sulfanitran,INTERACTS_WITH,Repaglinide
Montelukast,INTERACTS_WITH,Floxuridine
Dihydroetorphine,INTERACTS_WITH,Brimonidine
Carboxyamidotriazole,INTERACTS_WITH,Levomenthol
Prucalopride,INTERACTS_WITH,Levonorgestrel
Gluconic Acid,INTERACTS_WITH,Tienilic acid
Fluticasone propionate,INTERACTS_WITH,Interferon alfa
Ventolin,HAS_PRICE,50.6702
24.855,AVAILABLE_AT,Vons Pharmacy
Labetalol,MANUFACTURED_BY,Marlex Pharmaceuticals Inc
Zidovudine,INTERACTS_WITH,Pemetrexed
Testosterone,IN_PRODUCT,Androgel
DHE-45,HAS_PRICE,482.86
Hydrocortisone butyrate,INTERACTS_WITH,NN344
Lamisil,HAS_PRICE,6.2821
Naratuximab emtansine,INTERACTS_WITH,PRO-542
Dobutamine,INTERACTS_WITH,Captopril
MYO-029,INTERACTS_WITH,Mestranol
Opium,INTERACTS_WITH,Linezolid
Meclizine,INTERACTS_WITH,Methscopolamine bromide
15.0,AVAILABLE_AT,Walmart Neighborhood Market
Yellow Fever Vaccine,INTERACTS_WITH,Amsacrine
Inecalcitol,INTERACTS_WITH,Calcium levulinate
Pimavanserin,INTERACTS_WITH,Benserazide
Quazepam,INTERACTS_WITH,Revefenacin
26.8722,AVAILABLE_AT,Walmart
Vorapaxar,INTERACTS_WITH,Ardeparin
Nevirapine,INTERACTS_WITH,Aripiprazole lauroxil
Simfibrate,INTERACTS_WITH,Enalapril
systemic lupus erythematosus,TREATED_BY,Cyclosporine
42.8648,AVAILABLE_AT,Ralphs
Fenoprofen,INTERACTS_WITH,Remifentanil
Glatiramer,INTERACTS_WITH,Azathioprine
Ustilago nuda hordei,IN_PRODUCT,Treatment Set TS329906
Vilanterol,INTERACTS_WITH,Hydroxyurea
Bromfenac,INTERACTS_WITH,Choline magnesium trisalicylate
Juniperus ashei pollen,IN_PRODUCT,Mountain Cedar
Contac Cold Extra Strength Capsules,MANUFACTURED_BY,"Smithkline Beecham Consumer Healthcare, Division Of Smithkline Beecham Inc."
Acetylcysteine zinc,INTERACTS_WITH,Pefloxacin
tinea cruris,TREATED_BY,Sulconazole
Etorphine,INTERACTS_WITH,Azelastine
Tedisamil,INTERACTS_WITH,Aprindine
Glyxambi,MANUFACTURED_BY,"Boehringer Ingelheim Pharmaceuticals, Inc."
Cefroxadine,INTERACTS_WITH,Choline magnesium trisalicylate
Tecemotide,INTERACTS_WITH,Procarbazine
Nelfinavir,INTERACTS_WITH,Methantheline
Sparfloxacin,INTERACTS_WITH,Pramlintide
Naftidrofuryl,INTERACTS_WITH,Azelastine
Calcium citrate,INTERACTS_WITH,Nalidixic acid
Acetylcholine,INTERACTS_WITH,Capreomycin
Argatroban,INTERACTS_WITH,Obinutuzumab
Fenofibrate,INTERACTS_WITH,Troglitazone
Beroctocog alfa,INTERACTS_WITH,Fibrinolysin
Resveratrol,IN_PRODUCT,Co-Veratrol
Herbal Slumber Cap,MANUFACTURED_BY,Pep Products Inc.
Lafutidine,INTERACTS_WITH,Memantine
Rociverine,INTERACTS_WITH,Buclizine
a.c.care Bees Foam Cleanser,MANUFACTURED_BY,"Dong Sung Pharm. Co., Ltd."
bullous pemphigoid,TREATED_BY,Mycophenolate mofetil
Cortisone acetate,INTERACTS_WITH,2-Methoxyethanol
Mephenytoin,INTERACTS_WITH,Atropine
Procainamide,INTERACTS_WITH,Atracurium besylate
Acetazolamide,INTERACTS_WITH,Mecamylamine
Streptococcus pneumoniae type 19f capsular polysaccharide antigen,IN_PRODUCT,Pneumovax 23
Fluperolone,INTERACTS_WITH,Alefacept
Lintuzumab,INTERACTS_WITH,Rozrolimupab
Nafarelin,INTERACTS_WITH,Metoclopramide
Remifentanil,INTERACTS_WITH,Carvedilol
Econazole Nitrate,MANUFACTURED_BY,Prasco Laboratories
Loxapine,INTERACTS_WITH,Nabilone
Cefpiramide,INTERACTS_WITH,Lumiracoxib
rheumatoid arthritis,TREATED_BY,Ibuprofen
Odanacatib,INTERACTS_WITH,Lenvatinib
Nepafenac,INTERACTS_WITH,Metamizole
Gemeprost,INTERACTS_WITH,Mefenamic acid
Altretamine,INTERACTS_WITH,Adalimumab
Flurithromycin,INTERACTS_WITH,Fenethylline
Meprednisone,INTERACTS_WITH,Procarbazine
Ziprasidone,INTERACTS_WITH,Atipamezole
"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",INTERACTS_WITH,Linezolid
Butylscopolamine,INTERACTS_WITH,Bezitramide
Zafirlukast,INTERACTS_WITH,Uric acid
Dutasteride,IN_PRODUCT,Bakumokon 7% Minoxidil Sulfate
Ceftaroline fosamil,INTERACTS_WITH,Oxyphenbutazone
Levofloxacin,INTERACTS_WITH,Sucralfate
Golimumab,INTERACTS_WITH,Flucytosine
Pheneticillin,INTERACTS_WITH,Meclocycline
Febarbamate,INTERACTS_WITH,Metyrosine
Trovafloxacin,INTERACTS_WITH,Insulin pork
Epirubicin,INTERACTS_WITH,Tretinoin
Desflurane,IN_PRODUCT,Suprane
Oxyquinoline,INTERACTS_WITH,Cefapirin
Quazepam,INTERACTS_WITH,Nabilone
Omega-3-acid ethyl esters,INTERACTS_WITH,Enoxaparin
Methylcellulose,INTERACTS_WITH,Mebeverine
Asunercept,INTERACTS_WITH,Leronlimab
Turoctocog alfa pegol,INTERACTS_WITH,Dipyridamole
Vadimezan,INTERACTS_WITH,Cinoxacin
Phenindione,INTERACTS_WITH,Dexmethylphenidate
Isotretinoin,INTERACTS_WITH,Amphotericin B
Levopropoxyphene,INTERACTS_WITH,Valproic acid
Maxacalcitol,INTERACTS_WITH,Magnesium salicylate
Albiglutide,INTERACTS_WITH,Gemifloxacin
Tucatinib,INTERACTS_WITH,Choline
Chloroprocaine,INTERACTS_WITH,Paraoxon
Pentazocine,INTERACTS_WITH,Rotigotine
Dacetuzumab,INTERACTS_WITH,Estrone
Muzolimine,INTERACTS_WITH,Zolmitriptan
Hepatitis A Vaccine,INTERACTS_WITH,Procarbazine
Botulinum Toxin Type B,INTERACTS_WITH,Oxyphencyclimine
Ronifibrate,INTERACTS_WITH,Acetohexamide
Fosinopril,INTERACTS_WITH,Periciazine
Perflubutane,INTERACTS_WITH,Cinoxacin
Bitolterol,INTERACTS_WITH,Perindoprilat
Papaverine,INTERACTS_WITH,Amphetamine
Propicillin,INTERACTS_WITH,Minocycline
Thiotepa,INTERACTS_WITH,Amsacrine
Tindamax,HAS_PRICE,20.02
Striant,HAS_PRICE,818.039
Pralidoxime,INTERACTS_WITH,Colistimethate
Triptorelin,HAS_SIDE_EFFECT,Ill-defined disorder
Bacillus calmette-guerin substrain connaught live antigen,INTERACTS_WITH,Mercaptopurine
Pralidoxime,INTERACTS_WITH,Benoxaprofen
Norpramin,HAS_PRICE,21.18
Tedizolid phosphate,INTERACTS_WITH,Zolmitriptan
Lenvatinib,INTERACTS_WITH,Glimepiride
Isoxicam,INTERACTS_WITH,Zolmitriptan
Higenamine,INTERACTS_WITH,Fosinopril
Indacaterol,INTERACTS_WITH,Muzolimine
GSK-239512,INTERACTS_WITH,Lisdexamfetamine
Calcitriol,INTERACTS_WITH,Maxacalcitol
Moroctocog alfa,INTERACTS_WITH,Fondaparinux
Chlorambucil,INTERACTS_WITH,Etanercept
Diacerein,INTERACTS_WITH,Chlorpromazine
Felbamate,INTERACTS_WITH,Nefazodone
Dasatinib,INTERACTS_WITH,Bleomycin
Alvimopan,INTERACTS_WITH,Piritramide
Roflumilast,INTERACTS_WITH,Altretamine
Naproxen,INTERACTS_WITH,Thioproperazine
Adalimumab,IN_PRODUCT,Humira Syringe Kit
Syndros,HAS_PRICE,1224.14
Influenza B virus B/Brisbane/60/2008 antigen (formaldehyde inactivated),IN_PRODUCT,FLUZONE High-Dose
Aminosalicylic acid,INTERACTS_WITH,Betrixaban
Felodipine,INTERACTS_WITH,Xenon
Danoprevir,INTERACTS_WITH,Mifepristone
Demegestone,INTERACTS_WITH,Dehydrocholic acid
121.4,AVAILABLE_AT,Walgreens
Eltrombopag,INTERACTS_WITH,Magnesium gluconate
Isopropyl alcohol,IN_PRODUCT,4125 First Aid Kit
Phenolphthalein,INTERACTS_WITH,Doxacurium
909.507,AVAILABLE_AT,Vons Pharmacy
Metahexamide,INTERACTS_WITH,Sitafloxacin
"5-methoxy-N,N-dimethyltryptamine",INTERACTS_WITH,Captopril
Metaraminol,INTERACTS_WITH,Angiotensin 1-7
Pirenzepine,INTERACTS_WITH,Dihydromorphine
Gadodiamide,INTERACTS_WITH,Tiaprofenic acid
Technetium Tc-99m ciprofloxacin,INTERACTS_WITH,Exenatide
Endocet,MANUFACTURED_BY,Stat Rx USA
Yohimbine,INTERACTS_WITH,Muzolimine
Tryptophan,INTERACTS_WITH,Methadone
Hydrocortisone,INTERACTS_WITH,Melatonin
Pitavastatin,INTERACTS_WITH,Aluminium clofibrate
Entecavir,INTERACTS_WITH,Streptozocin
Nimesulide,INTERACTS_WITH,Medetomidine
Oxyphenonium,INTERACTS_WITH,Tridihexethyl
145.4,AVAILABLE_AT,Costco
Palbociclib,INTERACTS_WITH,Mycophenolic acid
Idazoxan,INTERACTS_WITH,Penbutolol
Insulin glargine,INTERACTS_WITH,Leuprolide
Erythrityl tetranitrate,INTERACTS_WITH,Dexverapamil
Chlorphentermine,INTERACTS_WITH,Treprostinil
Piretanide,INTERACTS_WITH,Naproxen
Procarbazine,INTERACTS_WITH,Mycophenolic acid
Aspoxicillin,INTERACTS_WITH,Etonogestrel
